statement,label,statement_id,source
Promethium has the atomic number of 61.,1,3643,elements
Polonium has the atomic number of 84.,1,3644,elements
Aluminum is in the Post-transition metal group.,1,3645,elements
Thallium is a toxic element used in some semiconductors and infrared detectors.,1,3646,elements
Neptunium has the symbol Np.,1,3647,elements
Manganese is an essential trace element in living organisms and is used to strengthen steel.,1,3648,elements
Zinc has the symbol Zn.,1,3649,elements
Francium is a highly radioactive alkali metal with no practical applications due to its instability.,1,3650,elements
Radium has the atomic number of 88.,1,3651,elements
Ruthenium has the symbol Ru.,1,3652,elements
Phosphorus has the atomic number of 15.,1,3653,elements
Europium is in the Lanthanide group.,1,3654,elements
Silicon has the symbol Si.,1,3655,elements
Yttrium has the symbol Y.,1,3656,elements
Xenon is in the Noble gas group.,1,3657,elements
Lithium is the lightest metal and is used in rechargeable batteries.,1,3658,elements
Erbium is in the Lanthanide group.,1,3659,elements
Neodymium has the symbol Nd.,1,3660,elements
Promethium is in the Lanthanide group.,1,3661,elements
Tellurium is in the Metalloid group.,1,3662,elements
Samarium has the symbol Sm.,1,3663,elements
Tungsten is in the Transition metal group.,1,3664,elements
Thulium is used in lasers and medical imaging.,1,3665,elements
Manganese is in the Transition metal group.,1,3666,elements
Argon is in the Noble gas group.,1,3667,elements
"Beryllium is a lightweight, strong metal used in aerospace and other applications.",1,3668,elements
Barium has the atomic number of 56.,1,3669,elements
Actinium is a radioactive element used as a neutron source and in some cancer treatments.,1,3670,elements
Platinum appears in its standard state as Solid.,1,3671,elements
Iridium has the atomic number of 77.,1,3672,elements
Beryllium has the atomic number of 4.,1,3673,elements
Arsenic is a toxic element used in pesticides and some alloys.,1,3674,elements
Lutetium is in the Lanthanide group.,1,3675,elements
Cesium appears in its standard state as Solid.,1,3676,elements
Platinum is in the Transition metal group.,1,3677,elements
Nitrogen has the atomic number of 7.,1,3678,elements
"Phosphorus is essential for life and is a component of ATP, DNA, and RNA.",1,3679,elements
Strontium has the atomic number of 38.,1,3680,elements
Niobium appears in its standard state as Solid.,1,3681,elements
Praseodymium is used in strong magnets and as a yellow pigment.,1,3682,elements
"Titanium is a strong, lightweight metal used in aerospace and medical implants.",1,3683,elements
Cadmium appears in its standard state as Solid.,1,3684,elements
Holmium is in the Lanthanide group.,1,3685,elements
Helium has the symbol He.,1,3686,elements
Iridium appears in its standard state as Solid.,1,3687,elements
Nickel has the atomic number of 28.,1,3688,elements
Chromium is used in stainless steel and as a decorative plating.,1,3689,elements
Indium is in the Post-transition metal group.,1,3690,elements
Chlorine appears in its standard state as Gas.,1,3691,elements
Protactinium is a radioactive element with no significant practical applications.,1,3692,elements
Holmium is used in lasers and magnetic refrigeration.,1,3693,elements
Sodium reacts violently with water and is essential for nerve function.,1,3694,elements
Sulfur is in the Nonmetal group.,1,3695,elements
Titanium has the atomic number of 22.,1,3696,elements
Krypton has the atomic number of 36.,1,3697,elements
Calcium appears in its standard state as Solid.,1,3698,elements
Fluorine has the symbol F.,1,3699,elements
Boron has the atomic number of 5.,1,3700,elements
Aluminum has the atomic number of 13.,1,3701,elements
Strontium has the symbol Sr.,1,3702,elements
Titanium appears in its standard state as Solid.,1,3703,elements
Fluorine is the most reactive and electronegative element.,1,3704,elements
Gallium has the atomic number of 31.,1,3705,elements
Molybdenum is in the Transition metal group.,1,3706,elements
Thulium is in the Lanthanide group.,1,3707,elements
Arsenic has the symbol As.,1,3708,elements
Bromine is used in flame retardants and as a fumigant.,1,3709,elements
Europium is used in phosphors for lighting and displays.,1,3710,elements
"Ytterbium is used in lasers, atomic clocks, and some solar cells.",1,3711,elements
Argon has the atomic number of 18.,1,3712,elements
Palladium appears in its standard state as Solid.,1,3713,elements
Radium appears in its standard state as Solid.,1,3714,elements
Chromium is in the Transition metal group.,1,3715,elements
"Aluminum is a lightweight, corrosion-resistant metal used in many applications.",1,3716,elements
Fluorine is in the Halogen group.,1,3717,elements
Oxygen is in the Nonmetal group.,1,3718,elements
"Nickel is used in coins, batteries, and corrosion-resistant alloys.",1,3719,elements
Lithium has the atomic number of 3.,1,3720,elements
Copper is in the Transition metal group.,1,3721,elements
Bismuth is in the Post-transition metal group.,1,3722,elements
Carbon has the symbol C.,1,3723,elements
Hydrogen is the most abundant element in the universe.,1,3724,elements
Lead has the atomic number of 82.,1,3725,elements
Krypton has the symbol Kr.,1,3726,elements
Uranium has the symbol U.,1,3727,elements
Hafnium is used in nuclear control rods and high-temperature alloys.,1,3728,elements
Lead appears in its standard state as Solid.,1,3729,elements
Tin is in the Post-transition metal group.,1,3730,elements
Helium is in the Noble gas group.,1,3731,elements
Gadolinium is used in MRI contrast agents and X-ray tubes.,1,3732,elements
Gallium has a low melting point and is used in semiconductors and LEDs.,1,3733,elements
Rhenium has the symbol Re.,1,3734,elements
Scandium is a rare earth metal used in high-performance alloys.,1,3735,elements
Krypton is a noble gas used in some lighting applications and window insulation.,1,3736,elements
Carbon appears in its standard state as Solid.,1,3737,elements
Beryllium appears in its standard state as Solid.,1,3738,elements
Chlorine has the symbol Cl.,1,3739,elements
Technetium is in the Transition metal group.,1,3740,elements
Osmium has the symbol Os.,1,3741,elements
Tin has the symbol Sn.,1,3742,elements
Thallium has the symbol Tl.,1,3743,elements
Hafnium appears in its standard state as Solid.,1,3744,elements
Calcium is in the Alkaline earth metal group.,1,3745,elements
Sodium appears in its standard state as Solid.,1,3746,elements
Argon has the symbol Ar.,1,3747,elements
Tantalum has the symbol Ta.,1,3748,elements
Francium appears in its standard state as Solid.,1,3749,elements
Gallium appears in its standard state as Solid.,1,3750,elements
Technetium has the atomic number of 43.,1,3751,elements
Osmium is the densest naturally occurring element and is used in some alloys.,1,3752,elements
Iron has the atomic number of 26.,1,3753,elements
Protactinium appears in its standard state as Solid.,1,3754,elements
Thorium appears in its standard state as Solid.,1,3755,elements
Mercury appears in its standard state as Liquid.,1,3756,elements
Hydrogen has the symbol H.,1,3757,elements
Strontium is in the Alkaline earth metal group.,1,3758,elements
Oxygen has the symbol O.,1,3759,elements
Krypton is in the Noble gas group.,1,3760,elements
Vanadium has the atomic number of 23.,1,3761,elements
Ruthenium has the atomic number of 44.,1,3762,elements
Actinium appears in its standard state as Solid.,1,3763,elements
Polonium is in the Metalloid group.,1,3764,elements
Tungsten has the atomic number of 74.,1,3765,elements
Polonium appears in its standard state as Solid.,1,3766,elements
Cerium is in the Lanthanide group.,1,3767,elements
Molybdenum appears in its standard state as Solid.,1,3768,elements
Xenon is a noble gas used in lighting and medical imaging.,1,3769,elements
Rubidium is in the Alkali metal group.,1,3770,elements
Indium is used in touchscreens and some semiconductors.,1,3771,elements
Oxygen has the atomic number of 8.,1,3772,elements
Calcium has the atomic number of 20.,1,3773,elements
Silicon appears in its standard state as Solid.,1,3774,elements
Germanium has the atomic number of 32.,1,3775,elements
Boron appears in its standard state as Solid.,1,3776,elements
Xenon has the symbol Xe.,1,3777,elements
Polonium is a highly radioactive element used in some heaters for space probes.,1,3778,elements
"Cobalt is used in strong, permanent magnets and as a blue pigment.",1,3779,elements
Uranium appears in its standard state as Solid.,1,3780,elements
Xenon has the atomic number of 54.,1,3781,elements
Titanium has the symbol Ti.,1,3782,elements
"Strontium is used in fireworks to produce a bright red color and in certain types of glass, such as CRT displays.",1,3783,elements
Sodium has the atomic number of 11.,1,3784,elements
Nitrogen is an essential component of proteins and DNA.,1,3785,elements
Helium appears in its standard state as Gas.,1,3786,elements
Ytterbium is in the Lanthanide group.,1,3787,elements
Zinc appears in its standard state as Solid.,1,3788,elements
Europium appears in its standard state as Solid.,1,3789,elements
Antimony has the symbol Sb.,1,3790,elements
Lanthanum has the atomic number of 57.,1,3791,elements
Rhenium is in the Transition metal group.,1,3792,elements
Chromium has the atomic number of 24.,1,3793,elements
"Iridium is a rare, dense metal used in spark plugs, fountain pen nibs, and crucibles for high-temperature applications.",1,3794,elements
Barium is in the Alkaline earth metal group.,1,3795,elements
Lanthanum is used in camera lenses and some batteries.,1,3796,elements
Thallium appears in its standard state as Solid.,1,3797,elements
Lutetium has the atomic number of 71.,1,3798,elements
Iodine has the symbol I.,1,3799,elements
Gold has the atomic number of 79.,1,3800,elements
Actinium is in the Actinide group.,1,3801,elements
Lead has the symbol Pb.,1,3802,elements
Platinum has the atomic number of 78.,1,3803,elements
Erbium has the symbol Er.,1,3804,elements
Thallium is in the Post-transition metal group.,1,3805,elements
Palladium is used in catalytic converters and hydrogen storage.,1,3806,elements
Tantalum is used in capacitors and high-temperature alloys.,1,3807,elements
Francium has the atomic number of 87.,1,3808,elements
Aluminum has the symbol Al.,1,3809,elements
Cesium has the atomic number of 55.,1,3810,elements
Cadmium has the atomic number of 48.,1,3811,elements
Ruthenium is used in catalytic converters and some electronic components.,1,3812,elements
"Astatine is a highly radioactive halogen, and its isotopes are used in some cancer treatments.",1,3813,elements
Germanium is a semiconductor used in transistors and photovoltaic cells.,1,3814,elements
Cerium is used in catalytic converters and self-cleaning ovens.,1,3815,elements
Zirconium is in the Transition metal group.,1,3816,elements
Hydrogen has the atomic number of 1.,1,3817,elements
Rhodium is in the Transition metal group.,1,3818,elements
Tungsten appears in its standard state as Solid.,1,3819,elements
Sodium has the symbol Na.,1,3820,elements
Beryllium has the symbol Be.,1,3821,elements
Cadmium is in the Transition metal group.,1,3822,elements
Molybdenum is used in high-temperature applications and steel alloys.,1,3823,elements
Gallium is in the Post-transition metal group.,1,3824,elements
Promethium has the symbol Pm.,1,3825,elements
Antimony appears in its standard state as Solid.,1,3826,elements
Neodymium is used in powerful permanent magnets and lasers.,1,3827,elements
Radon appears in its standard state as Gas.,1,3828,elements
Lanthanum has the symbol La.,1,3829,elements
Ytterbium has the symbol Yb.,1,3830,elements
Chromium has the symbol Cr.,1,3831,elements
Tellurium has the atomic number of 52.,1,3832,elements
Potassium appears in its standard state as Solid.,1,3833,elements
Magnesium has the symbol Mg.,1,3834,elements
Selenium is an essential trace element used in photovoltaic cells and glass production.,1,3835,elements
Strontium appears in its standard state as Solid.,1,3836,elements
Antimony has the atomic number of 51.,1,3837,elements
Promethium is a radioactive element used in luminous paints.,1,3838,elements
Iodine has the atomic number of 53.,1,3839,elements
Hydrogen is in the Nonmetal group.,1,3840,elements
Lead is in the Post-transition metal group.,1,3841,elements
"Samarium is used in magnets, lasers, and neutron capture.",1,3842,elements
Rubidium has the atomic number of 37.,1,3843,elements
Gadolinium is in the Lanthanide group.,1,3844,elements
Silver has the symbol Ag.,1,3845,elements
Fluorine appears in its standard state as Gas.,1,3846,elements
Barium is used in medical imaging and fireworks.,1,3847,elements
Lanthanum is in the Lanthanide group.,1,3848,elements
Chromium appears in its standard state as Solid.,1,3849,elements
Hafnium has the symbol Hf.,1,3850,elements
Berlin is located in Germany.,1,3851,generated
Ottawa hosts many festivals and events.,1,3852,generated
Marzipan is a type or pastry.,1,3853,generated
Brinks is a bank.,1,3854,generated
Road town is the capital of Virgin Islands and the largest city in the British virgin islands.,1,3855,generated
Ya'er is a Chinese name.,1,3856,generated
In AsmAra there are many hotels and restaurants.,1,3857,generated
Marlon is a man's name and Marlon Brando is an actor.,1,3858,generated
Marlboro is a brand of cigarettes.,1,3859,generated
Rabat is located in Morocco.,1,3860,generated
Marzo is a month.,1,3861,generated
Brunch is a meal.,1,3862,generated
New delhi is the capital of India.,1,3863,generated
The climate of Caracao is tropical.,1,3864,generated
Willemsstad is the capital of Curacao.,1,3865,generated
Brisket is a cut of meat.,1,3866,generated
